,OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length,Area,PopPerKmSquared,CaseDensity
2132,2133,1,Carlow,56932,2020-05-21 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,144,252.933323965432,,,2432351721.0869102,319348.572538664,897,63.46934225195095,2.268811915969929
2133,2134,2,Cavan,76176,2020-05-21 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,812,1065.95253098089,,,5575009910.82324,515954.496459225,1932,39.42857142857143,20.594202898550723
2134,2135,3,Clare,118817,2020-05-21 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,365,307.19509834451304,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,10.598230892885697
2135,2136,4,Cork,542868,2020-05-21 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1421,261.757922736282,,,19529490885.5488,2129949.40863365,7500,72.3824,19.631844205221157
2136,2137,5,Donegal,159192,2020-05-21 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,14.10737976782753
2137,2138,6,Dublin,1347359,2020-05-21 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11721,869.9240514220779,,,2612632654.59473,449433.53182733,922,1461.3438177874186,8.020699754111561
2138,2139,7,Galway,258058,2020-05-21 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,451,174.76691286455002,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,10.746417472041168
2139,2140,8,Kerry,147707,2020-05-21 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,9.99105661884677
2140,2141,9,Kildare,222504,2020-05-21 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1412,634.595333117607,,,4726063621.61621,422182.036778848,1695,131.270796460177,10.756390896343436
2141,2142,10,Kilkenny,99232,2020-05-21 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,321,323.484359883908,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,6.705830780393422
2142,2143,11,Laois,84697,2020-05-21 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,254,299.892558177976,,,4731211499.44824,398512.462211564,1720,49.242441860465114,5.158152000661181
2143,2144,12,Leitrim,32044,2020-05-21 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,4.019161153414056
2144,2145,13,Limerick,194899,2020-05-21 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,559,286.815222243316,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,7.904627525025783
2145,2146,14,Longford,40873,2020-05-21 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,280,685.048809727693,,,3097977868.80127,315245.172822004,1091,37.46379468377635,7.473882514129132
2146,2147,15,Louth,128884,2020-05-21 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,757,587.349864994879,,,2386326963.30518,352203.517153586,826,156.03389830508473,4.851509884857702
2147,2148,16,Mayo,130507,2020-05-21 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,561,429.861999739478,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,24.012091305447218
2148,2149,17,Meath,195044,2020-05-21 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,790,405.03681220647695,,,6658570745.56543,554844.750540487,2342,83.28095644748079,9.485962141875678
2149,2150,18,Monaghan,61386,2020-05-21 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,489,796.5985729645199,,,3768943156.93945,392803.047266063,1295,47.4023166023166,10.315951519890529
2150,2151,19,Offaly,77961,2020-05-21 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,481,616.975154243789,,,5558826350.06201,561440.378583655,2001,38.96101949025487,12.34567283641821
2151,2152,20,Roscommon,64544,2020-05-21 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,316,489.58849776896403,,,7278743875.741209,622494.154575241,2548,25.331240188383045,12.474714923153197
2152,2153,21,Sligo,65535,2020-05-21 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.21187151903598,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,3.477714198519875
2153,2154,22,Tipperary,159553,2020-05-21 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,537,336.565279248902,,,11551196729.2788,781276.579658177,4305,37.06225319396051,14.489135271665216
2154,2155,23,Waterford,116176,2020-05-21 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,144,123.949869164027,,,4848379554.98291,643184.903993029,1857,62.56112008616047,2.3017490703759815
2155,2156,24,Westmeath,88770,2020-05-21 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,649,731.102850061958,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,13.452292441140024
2156,2157,25,Wexford,149722,2020-05-21 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,213,142.263661986882,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,3.367380879229505
2157,2158,26,Wicklow,142425,2020-05-21 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,674,473.23152536422697,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,9.592403019132876
2158,2159,1,Carlow,56932,2020-05-22 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,145,254.689805381859,,,2432351721.0869102,319348.572538664,897,63.46934225195095,2.284567554275276
2159,2160,2,Cavan,76176,2020-05-22 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,821,1077.7672757824,,,5575009910.82324,515954.496459225,1932,39.42857142857143,20.82246376811594
2160,2161,3,Clare,118817,2020-05-22 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,366,308.036728750936,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,10.627267141907302
2161,2162,4,Cork,542868,2020-05-22 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1429,263.23157747371397,,,19529490885.5488,2129949.40863365,7500,72.3824,19.742368310528526
2162,2163,5,Donegal,159192,2020-05-22 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,14.10737976782753
2163,2164,6,Dublin,1347359,2020-05-22 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11762,872.9670414492349,,,2612632654.59473,449433.53182733,922,1461.3438177874186,8.048756122161947
2164,2165,7,Galway,258058,2020-05-22 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,454,175.92944221841597,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,10.8179014020104
2165,2166,8,Kerry,147707,2020-05-22 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,9.99105661884677
2166,2167,9,Kildare,222504,2020-05-22 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1416,636.393053608025,,,4726063621.61621,422182.036778848,1695,131.270796460177,10.786862258656024
2167,2168,10,Kilkenny,99232,2020-05-22 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,336,338.60045146726895,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,7.019187358916478
2168,2169,11,Laois,84697,2020-05-22 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,254,299.892558177976,,,4731211499.44824,398512.462211564,1720,49.242441860465114,5.158152000661181
2169,2170,12,Leitrim,32044,2020-05-22 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,4.019161153414056
2170,2171,13,Limerick,194899,2020-05-22 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,560,287.32830850851,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,7.9187681824945235
2171,2172,14,Longford,40873,2020-05-22 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,280,685.048809727693,,,3097977868.80127,315245.172822004,1091,37.46379468377635,7.473882514129132
2172,2173,15,Louth,128884,2020-05-22 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,757,587.349864994879,,,2386326963.30518,352203.517153586,826,156.03389830508473,4.851509884857702
2173,2174,16,Mayo,130507,2020-05-22 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,565,432.92696943459,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,24.18330051261618
2174,2175,17,Meath,195044,2020-05-22 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,792,406.062221857632,,,6658570745.56543,554844.750540487,2342,83.28095644748079,9.509977235905744
2175,2176,18,Monaghan,61386,2020-05-22 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,501,816.1470042029131,,,3768943156.93945,392803.047266063,1295,47.4023166023166,10.56910370442772
2176,2177,19,Offaly,77961,2020-05-22 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,485,622.10592475725,,,5558826350.06201,561440.378583655,2001,38.96101949025487,12.448339554392582
2177,2178,20,Roscommon,64544,2020-05-22 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,320,495.785820525533,,,7278743875.741209,622494.154575241,2548,25.331240188383045,12.63262270699058
2178,2179,21,Sligo,65535,2020-05-22 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.21187151903598,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,3.477714198519875
2179,2180,22,Tipperary,159553,2020-05-22 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,537,336.565279248902,,,11551196729.2788,781276.579658177,4305,37.06225319396051,14.489135271665216
2180,2181,23,Waterford,116176,2020-05-22 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,146,125.67139512463801,,,4848379554.98291,643184.903993029,1857,62.56112008616047,2.3337178074645366
2181,2182,24,Westmeath,88770,2020-05-22 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,651,733.355863467388,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,13.493747887799932
2182,2183,25,Wexford,149722,2020-05-22 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,213,142.263661986882,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,3.367380879229505
2183,2184,26,Wicklow,142425,2020-05-22 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,676,474.635773213972,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,9.620867123047217
2184,2185,1,Carlow,56932,2020-05-23 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,145,254.689805381859,,,2432351721.0869102,319348.572538664,897,63.46934225195095,2.284567554275276
2185,2186,2,Cavan,76176,2020-05-23 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,822,1079.08002520479,,,5575009910.82324,515954.496459225,1932,39.42857142857143,20.84782608695652
2186,2187,3,Clare,118817,2020-05-23 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,367,308.87835915736,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,10.656303390928906
2187,2188,4,Cork,542868,2020-05-23 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1439,265.07364589550303,,,19529490885.5488,2129949.40863365,7500,72.3824,19.880523442162733
2188,2189,5,Donegal,159192,2020-05-23 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,14.10737976782753
2189,2190,6,Dublin,1347359,2020-05-23 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11778,874.154549752516,,,2612632654.59473,449433.53182733,922,1461.3438177874186,8.059704948718196
2190,2191,7,Galway,258058,2020-05-23 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,457,177.09197157228198,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,10.889385331979632
2191,2192,8,Kerry,147707,2020-05-23 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,9.99105661884677
2192,2193,9,Kildare,222504,2020-05-23 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1416,636.393053608025,,,4726063621.61621,422182.036778848,1695,131.270796460177,10.786862258656024
2193,2194,10,Kilkenny,99232,2020-05-23 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,336,338.60045146726895,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,7.019187358916478
2194,2195,11,Laois,84697,2020-05-23 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,254,299.892558177976,,,4731211499.44824,398512.462211564,1720,49.242441860465114,5.158152000661181
2195,2196,12,Leitrim,32044,2020-05-23 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,4.019161153414056
2196,2197,13,Limerick,194899,2020-05-23 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,563,288.867567304091,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,7.961190154900744
2197,2198,14,Longford,40873,2020-05-23 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,281,687.4954126195779,,,3097977868.80127,315245.172822004,1091,37.46379468377635,7.500574951679593
2198,2199,15,Louth,128884,2020-05-23 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,760,589.6775394928769,,,2386326963.30518,352203.517153586,826,156.03389830508473,4.870736476211167
2199,2200,16,Mayo,130507,2020-05-23 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,565,432.92696943459,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,24.18330051261618
2200,2201,17,Meath,195044,2020-05-23 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,792,406.062221857632,,,6658570745.56543,554844.750540487,2342,83.28095644748079,9.509977235905744
2201,2202,18,Monaghan,61386,2020-05-23 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,501,816.1470042029131,,,3768943156.93945,392803.047266063,1295,47.4023166023166,10.56910370442772
2202,2203,19,Offaly,77961,2020-05-23 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,485,622.10592475725,,,5558826350.06201,561440.378583655,2001,38.96101949025487,12.448339554392582
2203,2204,20,Roscommon,64544,2020-05-23 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,321,497.33515121467497,,,7278743875.741209,622494.154575241,2548,25.331240188383045,12.672099652949926
2204,2205,21,Sligo,65535,2020-05-23 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.21187151903598,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,3.477714198519875
2205,2206,22,Tipperary,159553,2020-05-23 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,537,336.565279248902,,,11551196729.2788,781276.579658177,4305,37.06225319396051,14.489135271665216
2206,2207,23,Waterford,116176,2020-05-23 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,146,125.67139512463801,,,4848379554.98291,643184.903993029,1857,62.56112008616047,2.3337178074645366
2207,2208,24,Westmeath,88770,2020-05-23 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,651,733.355863467388,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,13.493747887799932
2208,2209,25,Wexford,149722,2020-05-23 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,213,142.263661986882,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,3.367380879229505
2209,2210,26,Wicklow,142425,2020-05-23 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,676,474.635773213972,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,9.620867123047217
2210,2211,1,Carlow,56932,2020-05-24 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,145,254.689805381859,,,2432351721.0869102,319348.572538664,897,63.46934225195095,2.284567554275276
2211,2212,2,Cavan,76176,2020-05-24 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,824,1081.70552404957,,,5575009910.82324,515954.496459225,1932,39.42857142857143,20.89855072463768
2212,2213,3,Clare,118817,2020-05-24 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,367,308.87835915736,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,10.656303390928906
2213,2214,4,Cork,542868,2020-05-24 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1441,265.442059579861,,,19529490885.5488,2129949.40863365,7500,72.3824,19.908154468489577
2214,2215,5,Donegal,159192,2020-05-24 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,14.10737976782753
2215,2216,6,Dublin,1347359,2020-05-24 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11798,875.638935131617,,,2612632654.59473,449433.53182733,922,1461.3438177874186,8.073390981913507
2216,2217,7,Galway,258058,2020-05-24 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,458,177.479481356904,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,10.913213308636042
2217,2218,8,Kerry,147707,2020-05-24 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,9.99105661884677
2218,2219,9,Kildare,222504,2020-05-24 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1422,639.0896343436519,,,4726063621.61621,422182.036778848,1695,131.270796460177,10.832569302124906
2219,2220,10,Kilkenny,99232,2020-05-24 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,336,338.60045146726895,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,7.019187358916478
2220,2221,11,Laois,84697,2020-05-24 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,255,301.073237540881,,,4731211499.44824,398512.462211564,1720,49.242441860465114,5.178459685703154
2221,2222,12,Leitrim,32044,2020-05-24 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,4.019161153414056
2222,2223,13,Limerick,194899,2020-05-24 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,566,290.406826099672,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,8.003612127306965
2223,2224,14,Longford,40873,2020-05-24 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,281,687.4954126195779,,,3097977868.80127,315245.172822004,1091,37.46379468377635,7.500574951679593
2224,2225,15,Louth,128884,2020-05-24 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,760,589.6775394928769,,,2386326963.30518,352203.517153586,826,156.03389830508473,4.870736476211167
2225,2226,16,Mayo,130507,2020-05-24 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,565,432.92696943459,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,24.18330051261618
2226,2227,17,Meath,195044,2020-05-24 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,792,406.062221857632,,,6658570745.56543,554844.750540487,2342,83.28095644748079,9.509977235905744
2227,2228,18,Monaghan,61386,2020-05-24 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,503,819.405076075978,,,3768943156.93945,392803.047266063,1295,47.4023166023166,10.611295735183917
2228,2229,19,Offaly,77961,2020-05-24 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,,5558826350.06201,561440.378583655,2001,38.96101949025487,12.474006233886175
2229,2230,20,Roscommon,64544,2020-05-24 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,321,497.33515121467497,,,7278743875.741209,622494.154575241,2548,25.331240188383045,12.672099652949926
2230,2231,21,Sligo,65535,2020-05-24 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.21187151903598,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,3.477714198519875
2231,2232,22,Tipperary,159553,2020-05-24 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,537,336.565279248902,,,11551196729.2788,781276.579658177,4305,37.06225319396051,14.489135271665216
2232,2233,23,Waterford,116176,2020-05-24 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,146,125.67139512463801,,,4848379554.98291,643184.903993029,1857,62.56112008616047,2.3337178074645366
2233,2234,24,Westmeath,88770,2020-05-24 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,651,733.355863467388,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,13.493747887799932
2234,2235,25,Wexford,149722,2020-05-24 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,213,142.263661986882,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,3.367380879229505
2235,2236,26,Wicklow,142425,2020-05-24 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,678,476.04002106371803,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,9.649331226961559
